term,page,context,tag,score
車輪踏面,29,23 第4章車両の留置車両を留置する場合の取扱い 車両を留置する場合は、転動防止手配 ブレーキ手配、手ブレーキ 及び手歯止め を行うこと。 転動防止手配の方法 転動防止手配は、次の方法により行うことを原則とする。 ブレーキ手配非常位置とし、ブレーキシリンダ圧力の上昇を確認すること。 ※手ブレーキ又は駐車ブレーキ整備済車の自動ブレーキ車におい てはこの取扱いによらず、ブレーキ管圧力100kPa 以上の減圧を 行い、ブレーキシリンダ圧力の上昇を確認すること。 手ブレーキ 下り方北陸線は上り方運転台で緊締し、指差により確認し、 喚呼すること。 注箇所別の手ブレーキ緊締箇所は作業標準支社編 を参照。 手歯止め 1 レールと平行に車輪踏面に接した状態で装着すること。 平坦線においては、下り方北陸線は上り方第3位車輪一 部の電気指令式車両は上り方No1位または、下り方No8位 に抱 き合わせて装着すること。ただし、勾配区間で停止した場合は、 その線路状態を勘案し編成両数に応じた個数を設置し、指差によ り確認し、喚呼すること。 参考-1手歯止め使用方を参照注 箇所別、番線別の手歯止め装着箇所は作業標準支社編 を参照。 転動防止手配の確認 手歯止めを 装着 または 撤去 したとき及び、手ブレーキを 緊締 または 緩解 したときは、指差により確認し、喚呼すること。 なお、手ブレーキの緩解確認は、床下にてチェーンまたはワイヤー の緩みを確認した後、指差により確認し、喚呼すること。 床下のチェ ーンまたはワイヤーが確認出来る場合に限る 2 0 2 2 年四,KNOWN,0.689119
車輪,29,23 第4章車両の留置車両を留置する場合の取扱い 車両を留置する場合は、転動防止手配 ブレーキ手配、手ブレーキ 及び手歯止め を行うこと。 転動防止手配の方法 転動防止手配は、次の方法により行うことを原則とする。 ブレーキ手配非常位置とし、ブレーキシリンダ圧力の上昇を確認すること。 ※手ブレーキ又は駐車ブレーキ整備済車の自動ブレーキ車におい てはこの取扱いによらず、ブレーキ管圧力100kPa 以上の減圧を 行い、ブレーキシリンダ圧力の上昇を確認すること。 手ブレーキ 下り方北陸線は上り方運転台で緊締し、指差により確認し、 喚呼すること。 注箇所別の手ブレーキ緊締箇所は作業標準支社編 を参照。 手歯止め 1 レールと平行に車輪踏面に接した状態で装着すること。 平坦線においては、下り方北陸線は上り方第3位車輪一 部の電気指令式車両は上り方No1位または、下り方No8位 に抱 き合わせて装着すること。ただし、勾配区間で停止した場合は、 その線路状態を勘案し編成両数に応じた個数を設置し、指差によ り確認し、喚呼すること。 参考-1手歯止め使用方を参照注 箇所別、番線別の手歯止め装着箇所は作業標準支社編 を参照。 転動防止手配の確認 手歯止めを 装着 または 撤去 したとき及び、手ブレーキを 緊締 または 緩解 したときは、指差により確認し、喚呼すること。 なお、手ブレーキの緩解確認は、床下にてチェーンまたはワイヤー の緩みを確認した後、指差により確認し、喚呼すること。 床下のチェ ーンまたはワイヤーが確認出来る場合に限る 2 0 2 2 年四,KNOWN,0.664654
線路,29,23 第4章車両の留置車両を留置する場合の取扱い 車両を留置する場合は、転動防止手配 ブレーキ手配、手ブレーキ 及び手歯止め を行うこと。 転動防止手配の方法 転動防止手配は、次の方法により行うことを原則とする。 ブレーキ手配非常位置とし、ブレーキシリンダ圧力の上昇を確認すること。 ※手ブレーキ又は駐車ブレーキ整備済車の自動ブレーキ車におい てはこの取扱いによらず、ブレーキ管圧力100kPa 以上の減圧を 行い、ブレーキシリンダ圧力の上昇を確認すること。 手ブレーキ 下り方北陸線は上り方運転台で緊締し、指差により確認し、 喚呼すること。 注箇所別の手ブレーキ緊締箇所は作業標準支社編 を参照。 手歯止め 1 レールと平行に車輪踏面に接した状態で装着すること。 平坦線においては、下り方北陸線は上り方第3位車輪一 部の電気指令式車両は上り方No1位または、下り方No8位 に抱 き合わせて装着すること。ただし、勾配区間で停止した場合は、 その線路状態を勘案し編成両数に応じた個数を設置し、指差によ り確認し、喚呼すること。 参考-1手歯止め使用方を参照注 箇所別、番線別の手歯止め装着箇所は作業標準支社編 を参照。 転動防止手配の確認 手歯止めを 装着 または 撤去 したとき及び、手ブレーキを 緊締 または 緩解 したときは、指差により確認し、喚呼すること。 なお、手ブレーキの緩解確認は、床下にてチェーンまたはワイヤー の緩みを確認した後、指差により確認し、喚呼すること。 床下のチェ ーンまたはワイヤーが確認出来る場合に限る 2 0 2 2 年四,KNOWN,0.587081
勾配,29,23 第4章車両の留置車両を留置する場合の取扱い 車両を留置する場合は、転動防止手配 ブレーキ手配、手ブレーキ 及び手歯止め を行うこと。 転動防止手配の方法 転動防止手配は、次の方法により行うことを原則とする。 ブレーキ手配非常位置とし、ブレーキシリンダ圧力の上昇を確認すること。 ※手ブレーキ又は駐車ブレーキ整備済車の自動ブレーキ車におい てはこの取扱いによらず、ブレーキ管圧力100kPa 以上の減圧を 行い、ブレーキシリンダ圧力の上昇を確認すること。 手ブレーキ 下り方北陸線は上り方運転台で緊締し、指差により確認し、 喚呼すること。 注箇所別の手ブレーキ緊締箇所は作業標準支社編 を参照。 手歯止め 1 レールと平行に車輪踏面に接した状態で装着すること。 平坦線においては、下り方北陸線は上り方第3位車輪一 部の電気指令式車両は上り方No1位または、下り方No8位 に抱 き合わせて装着すること。ただし、勾配区間で停止した場合は、 その線路状態を勘案し編成両数に応じた個数を設置し、指差によ り確認し、喚呼すること。 参考-1手歯止め使用方を参照注 箇所別、番線別の手歯止め装着箇所は作業標準支社編 を参照。 転動防止手配の確認 手歯止めを 装着 または 撤去 したとき及び、手ブレーキを 緊締 または 緩解 したときは、指差により確認し、喚呼すること。 なお、手ブレーキの緩解確認は、床下にてチェーンまたはワイヤー の緩みを確認した後、指差により確認し、喚呼すること。 床下のチェ ーンまたはワイヤーが確認出来る場合に限る 2 0 2 2 年四,KNOWN,0.512217
乗務員,29,動力車乗務員作業標準在来線電車編,KNOWN,0.511113
踏面,29,23 第4章車両の留置車両を留置する場合の取扱い 車両を留置する場合は、転動防止手配 ブレーキ手配、手ブレーキ 及び手歯止め を行うこと。 転動防止手配の方法 転動防止手配は、次の方法により行うことを原則とする。 ブレーキ手配非常位置とし、ブレーキシリンダ圧力の上昇を確認すること。 ※手ブレーキ又は駐車ブレーキ整備済車の自動ブレーキ車におい てはこの取扱いによらず、ブレーキ管圧力100kPa 以上の減圧を 行い、ブレーキシリンダ圧力の上昇を確認すること。 手ブレーキ 下り方北陸線は上り方運転台で緊締し、指差により確認し、 喚呼すること。 注箇所別の手ブレーキ緊締箇所は作業標準支社編 を参照。 手歯止め 1 レールと平行に車輪踏面に接した状態で装着すること。 平坦線においては、下り方北陸線は上り方第3位車輪一 部の電気指令式車両は上り方No1位または、下り方No8位 に抱 き合わせて装着すること。ただし、勾配区間で停止した場合は、 その線路状態を勘案し編成両数に応じた個数を設置し、指差によ り確認し、喚呼すること。 参考-1手歯止め使用方を参照注 箇所別、番線別の手歯止め装着箇所は作業標準支社編 を参照。 転動防止手配の確認 手歯止めを 装着 または 撤去 したとき及び、手ブレーキを 緊締 または 緩解 したときは、指差により確認し、喚呼すること。 なお、手ブレーキの緩解確認は、床下にてチェーンまたはワイヤー の緩みを確認した後、指差により確認し、喚呼すること。 床下のチェ ーンまたはワイヤーが確認出来る場合に限る 2 0 2 2 年四,KNOWN,0.508427
減圧,29,23 第4章車両の留置車両を留置する場合の取扱い 車両を留置する場合は、転動防止手配 ブレーキ手配、手ブレーキ 及び手歯止め を行うこと。 転動防止手配の方法 転動防止手配は、次の方法により行うことを原則とする。 ブレーキ手配非常位置とし、ブレーキシリンダ圧力の上昇を確認すること。 ※手ブレーキ又は駐車ブレーキ整備済車の自動ブレーキ車におい てはこの取扱いによらず、ブレーキ管圧力100kPa 以上の減圧を 行い、ブレーキシリンダ圧力の上昇を確認すること。 手ブレーキ 下り方北陸線は上り方運転台で緊締し、指差により確認し、 喚呼すること。 注箇所別の手ブレーキ緊締箇所は作業標準支社編 を参照。 手歯止め 1 レールと平行に車輪踏面に接した状態で装着すること。 平坦線においては、下り方北陸線は上り方第3位車輪一 部の電気指令式車両は上り方No1位または、下り方No8位 に抱 き合わせて装着すること。ただし、勾配区間で停止した場合は、 その線路状態を勘案し編成両数に応じた個数を設置し、指差によ り確認し、喚呼すること。 参考-1手歯止め使用方を参照注 箇所別、番線別の手歯止め装着箇所は作業標準支社編 を参照。 転動防止手配の確認 手歯止めを 装着 または 撤去 したとき及び、手ブレーキを 緊締 または 緩解 したときは、指差により確認し、喚呼すること。 なお、手ブレーキの緩解確認は、床下にてチェーンまたはワイヤー の緩みを確認した後、指差により確認し、喚呼すること。 床下のチェ ーンまたはワイヤーが確認出来る場合に限る 2 0 2 2 年四,KNOWN,0.489645
電車,29,動力車乗務員作業標準在来線電車編,KNOWN,0.475711
指令,29,23 第4章車両の留置車両を留置する場合の取扱い 車両を留置する場合は、転動防止手配 ブレーキ手配、手ブレーキ 及び手歯止め を行うこと。 転動防止手配の方法 転動防止手配は、次の方法により行うことを原則とする。 ブレーキ手配非常位置とし、ブレーキシリンダ圧力の上昇を確認すること。 ※手ブレーキ又は駐車ブレーキ整備済車の自動ブレーキ車におい てはこの取扱いによらず、ブレーキ管圧力100kPa 以上の減圧を 行い、ブレーキシリンダ圧力の上昇を確認すること。 手ブレーキ 下り方北陸線は上り方運転台で緊締し、指差により確認し、 喚呼すること。 注箇所別の手ブレーキ緊締箇所は作業標準支社編 を参照。 手歯止め 1 レールと平行に車輪踏面に接した状態で装着すること。 平坦線においては、下り方北陸線は上り方第3位車輪一 部の電気指令式車両は上り方No1位または、下り方No8位 に抱 き合わせて装着すること。ただし、勾配区間で停止した場合は、 その線路状態を勘案し編成両数に応じた個数を設置し、指差によ り確認し、喚呼すること。 参考-1手歯止め使用方を参照注 箇所別、番線別の手歯止め装着箇所は作業標準支社編 を参照。 転動防止手配の確認 手歯止めを 装着 または 撤去 したとき及び、手ブレーキを 緊締 または 緩解 したときは、指差により確認し、喚呼すること。 なお、手ブレーキの緩解確認は、床下にてチェーンまたはワイヤー の緩みを確認した後、指差により確認し、喚呼すること。 床下のチェ ーンまたはワイヤーが確認出来る場合に限る 2 0 2 2 年四,KNOWN,0.438663
動力車,29,動力車乗務員作業標準在来線電車編,KNOWN,0.40382
編成,29,23 第4章車両の留置車両を留置する場合の取扱い 車両を留置する場合は、転動防止手配 ブレーキ手配、手ブレーキ 及び手歯止め を行うこと。 転動防止手配の方法 転動防止手配は、次の方法により行うことを原則とする。 ブレーキ手配非常位置とし、ブレーキシリンダ圧力の上昇を確認すること。 ※手ブレーキ又は駐車ブレーキ整備済車の自動ブレーキ車におい てはこの取扱いによらず、ブレーキ管圧力100kPa 以上の減圧を 行い、ブレーキシリンダ圧力の上昇を確認すること。 手ブレーキ 下り方北陸線は上り方運転台で緊締し、指差により確認し、 喚呼すること。 注箇所別の手ブレーキ緊締箇所は作業標準支社編 を参照。 手歯止め 1 レールと平行に車輪踏面に接した状態で装着すること。 平坦線においては、下り方北陸線は上り方第3位車輪一 部の電気指令式車両は上り方No1位または、下り方No8位 に抱 き合わせて装着すること。ただし、勾配区間で停止した場合は、 その線路状態を勘案し編成両数に応じた個数を設置し、指差によ り確認し、喚呼すること。 参考-1手歯止め使用方を参照注 箇所別、番線別の手歯止め装着箇所は作業標準支社編 を参照。 転動防止手配の確認 手歯止めを 装着 または 撤去 したとき及び、手ブレーキを 緊締 または 緩解 したときは、指差により確認し、喚呼すること。 なお、手ブレーキの緩解確認は、床下にてチェーンまたはワイヤー の緩みを確認した後、指差により確認し、喚呼すること。 床下のチェ ーンまたはワイヤーが確認出来る場合に限る 2 0 2 2 年四,KNOWN,0.393567
ブレーキ,30,24 手歯止め及び手ブレーキ使用札の表示方法 手歯止めを装着または手ブレーキを緊締したときは、使用した側の 運転台の主幹制御器に 使用札 を掲出し、指差により確認し、喚呼 すること。 手歯止めを撤去及び手ブレーキを緩解した後に、主幹制御器に掲出 されている 使用札 を撤去し、指差により確認し、喚呼すること。,KNOWN,0.969234
列車,30,JR東海所属電車の木製手歯止め搭載及び手歯止め使用札収納箇所 JR東海所属電車の下り方運転台に搭載されている手歯止めについ ては、木製と鉄製の2種類が搭載されている。また、手歯止め使用札 の収納箇所は以下のとおりである。 対象車両 JR東海所属の電車 285系を除く 手歯止めの種類電車に搭載する手歯止めの種類は、 木製及び 鉄製 の2種類が ある。 手歯止めの使用方法 木製手歯止め 停車場及び電車区構内において車両を留置する 場合の転動防止に使用すること。 鉄製手歯止め 停車場間の本線において列車の転動防止に使用 すること。 手歯止めの搭載方 下り運転台床下に搭載している鉄製手歯止めを中間連結器内に 移し、同箇所に木製手歯止めを搭載すること。 手歯止め装着手歯止め使用札掲出 2 0 2 2 年四,KNOWN,0.831508
運転,30,24 手歯止め及び手ブレーキ使用札の表示方法 手歯止めを装着または手ブレーキを緊締したときは、使用した側の 運転台の主幹制御器に 使用札 を掲出し、指差により確認し、喚呼 すること。 手歯止めを撤去及び手ブレーキを緩解した後に、主幹制御器に掲出 されている 使用札 を撤去し、指差により確認し、喚呼すること。,NEW,0.73918
車両,30,JR東海所属電車の木製手歯止め搭載及び手歯止め使用札収納箇所 JR東海所属電車の下り方運転台に搭載されている手歯止めについ ては、木製と鉄製の2種類が搭載されている。また、手歯止め使用札 の収納箇所は以下のとおりである。 対象車両 JR東海所属の電車 285系を除く 手歯止めの種類電車に搭載する手歯止めの種類は、 木製及び 鉄製 の2種類が ある。 手歯止めの使用方法 木製手歯止め 停車場及び電車区構内において車両を留置する 場合の転動防止に使用すること。 鉄製手歯止め 停車場間の本線において列車の転動防止に使用 すること。 手歯止めの搭載方 下り運転台床下に搭載している鉄製手歯止めを中間連結器内に 移し、同箇所に木製手歯止めを搭載すること。 手歯止め装着手歯止め使用札掲出 2 0 2 2 年四,KNOWN,0.697039
主幹制御器,30,24 手歯止め及び手ブレーキ使用札の表示方法 手歯止めを装着または手ブレーキを緊締したときは、使用した側の 運転台の主幹制御器に 使用札 を掲出し、指差により確認し、喚呼 すること。 手歯止めを撤去及び手ブレーキを緩解した後に、主幹制御器に掲出 されている 使用札 を撤去し、指差により確認し、喚呼すること。,KNOWN,0.674594
連結器,30,JR東海所属電車の木製手歯止め搭載及び手歯止め使用札収納箇所 JR東海所属電車の下り方運転台に搭載されている手歯止めについ ては、木製と鉄製の2種類が搭載されている。また、手歯止め使用札 の収納箇所は以下のとおりである。 対象車両 JR東海所属の電車 285系を除く 手歯止めの種類電車に搭載する手歯止めの種類は、 木製及び 鉄製 の2種類が ある。 手歯止めの使用方法 木製手歯止め 停車場及び電車区構内において車両を留置する 場合の転動防止に使用すること。 鉄製手歯止め 停車場間の本線において列車の転動防止に使用 すること。 手歯止めの搭載方 下り運転台床下に搭載している鉄製手歯止めを中間連結器内に 移し、同箇所に木製手歯止めを搭載すること。 手歯止め装着手歯止め使用札掲出 2 0 2 2 年四,KNOWN,0.656799
乗務員,30,動力車乗務員作業標準在来線電車編,KNOWN,0.511113
電車,30,動力車乗務員作業標準在来線電車編,KNOWN,0.475711
停車場,30,JR東海所属電車の木製手歯止め搭載及び手歯止め使用札収納箇所 JR東海所属電車の下り方運転台に搭載されている手歯止めについ ては、木製と鉄製の2種類が搭載されている。また、手歯止め使用札 の収納箇所は以下のとおりである。 対象車両 JR東海所属の電車 285系を除く 手歯止めの種類電車に搭載する手歯止めの種類は、 木製及び 鉄製 の2種類が ある。 手歯止めの使用方法 木製手歯止め 停車場及び電車区構内において車両を留置する 場合の転動防止に使用すること。 鉄製手歯止め 停車場間の本線において列車の転動防止に使用 すること。 手歯止めの搭載方 下り運転台床下に搭載している鉄製手歯止めを中間連結器内に 移し、同箇所に木製手歯止めを搭載すること。 手歯止め装着手歯止め使用札掲出 2 0 2 2 年四,KNOWN,0.456249
構内,30,JR東海所属電車の木製手歯止め搭載及び手歯止め使用札収納箇所 JR東海所属電車の下り方運転台に搭載されている手歯止めについ ては、木製と鉄製の2種類が搭載されている。また、手歯止め使用札 の収納箇所は以下のとおりである。 対象車両 JR東海所属の電車 285系を除く 手歯止めの種類電車に搭載する手歯止めの種類は、 木製及び 鉄製 の2種類が ある。 手歯止めの使用方法 木製手歯止め 停車場及び電車区構内において車両を留置する 場合の転動防止に使用すること。 鉄製手歯止め 停車場間の本線において列車の転動防止に使用 すること。 手歯止めの搭載方 下り運転台床下に搭載している鉄製手歯止めを中間連結器内に 移し、同箇所に木製手歯止めを搭載すること。 手歯止め装着手歯止め使用札掲出 2 0 2 2 年四,KNOWN,0.450459
動力車,30,動力車乗務員作業標準在来線電車編,KNOWN,0.40382
本線,30,JR東海所属電車の木製手歯止め搭載及び手歯止め使用札収納箇所 JR東海所属電車の下り方運転台に搭載されている手歯止めについ ては、木製と鉄製の2種類が搭載されている。また、手歯止め使用札 の収納箇所は以下のとおりである。 対象車両 JR東海所属の電車 285系を除く 手歯止めの種類電車に搭載する手歯止めの種類は、 木製及び 鉄製 の2種類が ある。 手歯止めの使用方法 木製手歯止め 停車場及び電車区構内において車両を留置する 場合の転動防止に使用すること。 鉄製手歯止め 停車場間の本線において列車の転動防止に使用 すること。 手歯止めの搭載方 下り運転台床下に搭載している鉄製手歯止めを中間連結器内に 移し、同箇所に木製手歯止めを搭載すること。 手歯止め装着手歯止め使用札掲出 2 0 2 2 年四,KNOWN,0.384164
ブレーキ,31,25 下り運転台の 手歯止め使用札 の収納ケースが運転室から床下助士側 の手歯止め搭載ケース付近に移設。 上り運転台は現行 のまま 手歯止め使用札の収納位置手歯止め使用札 を収納する時は、床下の収納ケースに収納する こと。 ※ 手ブレーキ使用札 の収納箇所については、現行のままとする。 手歯止めが噛んだときの撤去方 出区点検時等において、手歯止めが車輪に噛み込んで取外せない場合は、ハンマー等で叩き出すこと。ハンマー等で撤去出来ない時は、 指令員または当直等、関係箇所に連絡後、小移動の指示を受けること。 小移動を行う際に後退しなければならない場合は、エンド交換を行い、 前方の安全を確認した後、小移動を行うこと。なお、プラスチック製手歯止めについては叩かずに撤去用パイプにより撤去すること。,KNOWN,0.969234
自動ブレーキ,31,元ダメ圧力が低下するおそれのある場合の転動防止 停電またはその他の事由により、元ダメ圧力が著しく低下するおそ れのある場合は、電気指令式車の場合は非常ブレーキのほか、手歯止 めを使用すること。また、空気ブレーキ式車の場合は自動ブレーキの ほか、手ブレーキ 手歯止めを使用すること。 2 0 2 2 年四,KNOWN,0.911602
空気ブレーキ式車,31,元ダメ圧力が低下するおそれのある場合の転動防止 停電またはその他の事由により、元ダメ圧力が著しく低下するおそ れのある場合は、電気指令式車の場合は非常ブレーキのほか、手歯止 めを使用すること。また、空気ブレーキ式車の場合は自動ブレーキの ほか、手ブレーキ 手歯止めを使用すること。 2 0 2 2 年四,NEW,0.885143
手ブレーキ,31,25 下り運転台の 手歯止め使用札 の収納ケースが運転室から床下助士側 の手歯止め搭載ケース付近に移設。 上り運転台は現行 のまま 手歯止め使用札の収納位置手歯止め使用札 を収納する時は、床下の収納ケースに収納する こと。 ※ 手ブレーキ使用札 の収納箇所については、現行のままとする。 手歯止めが噛んだときの撤去方 出区点検時等において、手歯止めが車輪に噛み込んで取外せない場合は、ハンマー等で叩き出すこと。ハンマー等で撤去出来ない時は、 指令員または当直等、関係箇所に連絡後、小移動の指示を受けること。 小移動を行う際に後退しなければならない場合は、エンド交換を行い、 前方の安全を確認した後、小移動を行うこと。なお、プラスチック製手歯止めについては叩かずに撤去用パイプにより撤去すること。,KNOWN,0.860094
非常ブレーキ,31,元ダメ圧力が低下するおそれのある場合の転動防止 停電またはその他の事由により、元ダメ圧力が著しく低下するおそ れのある場合は、電気指令式車の場合は非常ブレーキのほか、手歯止 めを使用すること。また、空気ブレーキ式車の場合は自動ブレーキの ほか、手ブレーキ 手歯止めを使用すること。 2 0 2 2 年四,KNOWN,0.833223
手ブレーキ使用札,31,25 下り運転台の 手歯止め使用札 の収納ケースが運転室から床下助士側 の手歯止め搭載ケース付近に移設。 上り運転台は現行 のまま 手歯止め使用札の収納位置手歯止め使用札 を収納する時は、床下の収納ケースに収納する こと。 ※ 手ブレーキ使用札 の収納箇所については、現行のままとする。 手歯止めが噛んだときの撤去方 出区点検時等において、手歯止めが車輪に噛み込んで取外せない場合は、ハンマー等で叩き出すこと。ハンマー等で撤去出来ない時は、 指令員または当直等、関係箇所に連絡後、小移動の指示を受けること。 小移動を行う際に後退しなければならない場合は、エンド交換を行い、 前方の安全を確認した後、小移動を行うこと。なお、プラスチック製手歯止めについては叩かずに撤去用パイプにより撤去すること。,NEW,0.815044
位置,31,25 下り運転台の 手歯止め使用札 の収納ケースが運転室から床下助士側 の手歯止め搭載ケース付近に移設。 上り運転台は現行 のまま 手歯止め使用札の収納位置手歯止め使用札 を収納する時は、床下の収納ケースに収納する こと。 ※ 手ブレーキ使用札 の収納箇所については、現行のままとする。 手歯止めが噛んだときの撤去方 出区点検時等において、手歯止めが車輪に噛み込んで取外せない場合は、ハンマー等で叩き出すこと。ハンマー等で撤去出来ない時は、 指令員または当直等、関係箇所に連絡後、小移動の指示を受けること。 小移動を行う際に後退しなければならない場合は、エンド交換を行い、 前方の安全を確認した後、小移動を行うこと。なお、プラスチック製手歯止めについては叩かずに撤去用パイプにより撤去すること。,NEW,0.771834
運転,31,25 下り運転台の 手歯止め使用札 の収納ケースが運転室から床下助士側 の手歯止め搭載ケース付近に移設。 上り運転台は現行 のまま 手歯止め使用札の収納位置手歯止め使用札 を収納する時は、床下の収納ケースに収納する こと。 ※ 手ブレーキ使用札 の収納箇所については、現行のままとする。 手歯止めが噛んだときの撤去方 出区点検時等において、手歯止めが車輪に噛み込んで取外せない場合は、ハンマー等で叩き出すこと。ハンマー等で撤去出来ない時は、 指令員または当直等、関係箇所に連絡後、小移動の指示を受けること。 小移動を行う際に後退しなければならない場合は、エンド交換を行い、 前方の安全を確認した後、小移動を行うこと。なお、プラスチック製手歯止めについては叩かずに撤去用パイプにより撤去すること。,NEW,0.73918
車輪,31,25 下り運転台の 手歯止め使用札 の収納ケースが運転室から床下助士側 の手歯止め搭載ケース付近に移設。 上り運転台は現行 のまま 手歯止め使用札の収納位置手歯止め使用札 を収納する時は、床下の収納ケースに収納する こと。 ※ 手ブレーキ使用札 の収納箇所については、現行のままとする。 手歯止めが噛んだときの撤去方 出区点検時等において、手歯止めが車輪に噛み込んで取外せない場合は、ハンマー等で叩き出すこと。ハンマー等で撤去出来ない時は、 指令員または当直等、関係箇所に連絡後、小移動の指示を受けること。 小移動を行う際に後退しなければならない場合は、エンド交換を行い、 前方の安全を確認した後、小移動を行うこと。なお、プラスチック製手歯止めについては叩かずに撤去用パイプにより撤去すること。,KNOWN,0.664654
タイヤ,31,A タイヤと手歯止 めの隙間にパイプ を差し込む テコの応用によ りパイプ回し取外 す,KNOWN,0.554333
運転室,31,25 下り運転台の 手歯止め使用札 の収納ケースが運転室から床下助士側 の手歯止め搭載ケース付近に移設。 上り運転台は現行 のまま 手歯止め使用札の収納位置手歯止め使用札 を収納する時は、床下の収納ケースに収納する こと。 ※ 手ブレーキ使用札 の収納箇所については、現行のままとする。 手歯止めが噛んだときの撤去方 出区点検時等において、手歯止めが車輪に噛み込んで取外せない場合は、ハンマー等で叩き出すこと。ハンマー等で撤去出来ない時は、 指令員または当直等、関係箇所に連絡後、小移動の指示を受けること。 小移動を行う際に後退しなければならない場合は、エンド交換を行い、 前方の安全を確認した後、小移動を行うこと。なお、プラスチック製手歯止めについては叩かずに撤去用パイプにより撤去すること。,KNOWN,0.540398
乗務員,31,動力車乗務員作業標準在来線電車編,KNOWN,0.511113
パイプ,31,25 下り運転台の 手歯止め使用札 の収納ケースが運転室から床下助士側 の手歯止め搭載ケース付近に移設。 上り運転台は現行 のまま 手歯止め使用札の収納位置手歯止め使用札 を収納する時は、床下の収納ケースに収納する こと。 ※ 手ブレーキ使用札 の収納箇所については、現行のままとする。 手歯止めが噛んだときの撤去方 出区点検時等において、手歯止めが車輪に噛み込んで取外せない場合は、ハンマー等で叩き出すこと。ハンマー等で撤去出来ない時は、 指令員または当直等、関係箇所に連絡後、小移動の指示を受けること。 小移動を行う際に後退しなければならない場合は、エンド交換を行い、 前方の安全を確認した後、小移動を行うこと。なお、プラスチック製手歯止めについては叩かずに撤去用パイプにより撤去すること。,KNOWN,0.499652
電車,31,動力車乗務員作業標準在来線電車編,KNOWN,0.475711
指令,31,25 下り運転台の 手歯止め使用札 の収納ケースが運転室から床下助士側 の手歯止め搭載ケース付近に移設。 上り運転台は現行 のまま 手歯止め使用札の収納位置手歯止め使用札 を収納する時は、床下の収納ケースに収納する こと。 ※ 手ブレーキ使用札 の収納箇所については、現行のままとする。 手歯止めが噛んだときの撤去方 出区点検時等において、手歯止めが車輪に噛み込んで取外せない場合は、ハンマー等で叩き出すこと。ハンマー等で撤去出来ない時は、 指令員または当直等、関係箇所に連絡後、小移動の指示を受けること。 小移動を行う際に後退しなければならない場合は、エンド交換を行い、 前方の安全を確認した後、小移動を行うこと。なお、プラスチック製手歯止めについては叩かずに撤去用パイプにより撤去すること。,KNOWN,0.438663
動力車,31,動力車乗務員作業標準在来線電車編,KNOWN,0.40382
列車,32,26 第5章 そ の 他運転室温風暖房機前の通風確保 冬季において、力行指令器の設置されている電車に乗務するときは、 温風暖房機前の通風を確保するため、乗務カバン等、通風を妨げる物 を通風口の前に置かないこと。 車両機器等の封印を破ったとき、封印シールの れを発見したときの取扱い 削除 折りたたみ式遮光板の取扱い 折りたたみ式遮光板映込み防止用 が取り付けられている車両は、 夜間及び 指定された区間 で使用し、 昼間 または 指定された 区間以外 では折りたたんでおくこと。 回送列車出発時の後部の安全確認 回送列車車掌乗務省略 の出発時には、触車事故等を防止するた め、運転士側にホームがあるときは、可能な限り後部の安全及び列車状態を確認すること。 停車駅接近警報装置の取扱い 削除,KNOWN,0.831508
回送列車,32,26 第5章 そ の 他運転室温風暖房機前の通風確保 冬季において、力行指令器の設置されている電車に乗務するときは、 温風暖房機前の通風を確保するため、乗務カバン等、通風を妨げる物 を通風口の前に置かないこと。 車両機器等の封印を破ったとき、封印シールの れを発見したときの取扱い 削除 折りたたみ式遮光板の取扱い 折りたたみ式遮光板映込み防止用 が取り付けられている車両は、 夜間及び 指定された区間 で使用し、 昼間 または 指定された 区間以外 では折りたたんでおくこと。 回送列車出発時の後部の安全確認 回送列車車掌乗務省略 の出発時には、触車事故等を防止するた め、運転士側にホームがあるときは、可能な限り後部の安全及び列車状態を確認すること。 停車駅接近警報装置の取扱い 削除,NEW,0.726381
車両,32,26 第5章 そ の 他運転室温風暖房機前の通風確保 冬季において、力行指令器の設置されている電車に乗務するときは、 温風暖房機前の通風を確保するため、乗務カバン等、通風を妨げる物 を通風口の前に置かないこと。 車両機器等の封印を破ったとき、封印シールの れを発見したときの取扱い 削除 折りたたみ式遮光板の取扱い 折りたたみ式遮光板映込み防止用 が取り付けられている車両は、 夜間及び 指定された区間 で使用し、 昼間 または 指定された 区間以外 では折りたたんでおくこと。 回送列車出発時の後部の安全確認 回送列車車掌乗務省略 の出発時には、触車事故等を防止するた め、運転士側にホームがあるときは、可能な限り後部の安全及び列車状態を確認すること。 停車駅接近警報装置の取扱い 削除,KNOWN,0.697039
運転士,32,26 第5章 そ の 他運転室温風暖房機前の通風確保 冬季において、力行指令器の設置されている電車に乗務するときは、 温風暖房機前の通風を確保するため、乗務カバン等、通風を妨げる物 を通風口の前に置かないこと。 車両機器等の封印を破ったとき、封印シールの れを発見したときの取扱い 削除 折りたたみ式遮光板の取扱い 折りたたみ式遮光板映込み防止用 が取り付けられている車両は、 夜間及び 指定された区間 で使用し、 昼間 または 指定された 区間以外 では折りたたんでおくこと。 回送列車出発時の後部の安全確認 回送列車車掌乗務省略 の出発時には、触車事故等を防止するた め、運転士側にホームがあるときは、可能な限り後部の安全及び列車状態を確認すること。 停車駅接近警報装置の取扱い 削除,KNOWN,0.553067
